Agency_Name,Program_Name,Station_ID,Site_Description,Tag,mAHD,Lat,Lon,Label
Bureau of Meteorology,Weather,9021,PERTH AIRPORT,BOM-IDY,11.0000,-31.9275,115.9764,BOM: 9021
Bureau of Meteorology,Weather,9053,PEARCE RAAF,BOM-IDY,42.0000,-31.6669,116.0189,BOM: 9053
Bureau of Meteorology,Weather,9091,INNER DOLPHIN PYLON,BOM-IDY,-5.0454,-31.9889,115.8311,BOM: 9091
Bureau of Meteorology,Weather,9172,JANDAKOT AERO,BOM-IDY,28.0000,-32.1011,115.8794,BOM: 9172
Bureau of Meteorology,Weather,9178,GINGIN AERO,BOM-IDY,79.0000,-31.4628,115.8642,BOM: 9178
Bureau of Meteorology,Weather,9193,ROTTNEST ISLAND,BOM-IDY,41.0000,-32.0069,115.5022,BOM: 9193
Bureau of Meteorology,Weather,9214,OCEAN REEF,BOM-IDY,4.0000,-31.7594,115.7278,BOM: 9214
Bureau of Meteorology,Weather,9215,SWANBOURNE,BOM-IDY,24.0000,-31.956,115.7619,BOM: 9215
Bureau of Meteorology,Weather,9225,PERTH METRO,BOM-IDY,37.0000,-31.9192,115.8728,BOM: 9225
Bureau of Meteorology,Weather,9240,BICKLEY,BOM-IDY,72.0000,-32.0072,116.1369,BOM: 9240
Bureau of Meteorology,Weather,9254,ARMAMENT JETTY,BOM-IDY,-12.4501,-32.1758,115.6808,BOM: 9254
Bureau of Meteorology,Weather,9255,COLPOYS POINT,BOM-IDY,-0.7422,-32.2272,115.6994,BOM: 9255
Bureau of Meteorology,Weather,9256,GARDEN ISLAND HSF,BOM-IDY,0.0000,-32.2433,115.6839,BOM: 9256
Bureau of Meteorology,Weather,9265,HILLARYS BOAT HARBOUR NTC AWS,BOM-IDY,-2.1545,-31.8256,115.7386,BOM: 9265
Bureau of Meteorology,Weather,9281,MILLENDON (SWAN VALLEY),BOM-IDY,15.0000,-31.8112,116.0227,BOM: 9281
